wp_number,date,title,author,abstract,program,topics,year,Economics_of_Aging,Asset_Pricing,Children_and_Families,Corporate_Finance,Development_Economics,Development_of_the_American_Economy,Economic_Fluctuations_and_Growth,Economics_of_Education,Economics_of_Health,Environment_and_Energy_Economics,Industrial_Organization,International_Finance_and_Macroeconomics,International_Trade_and_Investment,Labor_Studies,Law_and_Economics,Monetary_Economics,Political_Economy,Public_Economics,Entrepreneurship
32000,2024-01-01,An IV Hazard Model of Loan Default with an Application to Subprime Mortgage Cohorts,Christopher Palmer,"This paper develops a control-function methodology accounting for endogenous or mismeasured regressors in hazard models. I provide sufficient identifying assumptions and regularity conditions for the estimator to be consistent and asymptotically normal. Applying my estimator to the subprime mortgage crisis, I quantify what caused the foreclosure rate to triple across the 2003-2007 subprime cohorts. To identify the elasticity of default with respect to housing prices, I use various home-price instruments including historical variation in home-price cyclicality. Loose credit played a significant role in the crisis, but much of the increase in defaults across cohorts was caused by home-price declines unrelated to lending standards, with a 10% decline in home prices increasing subprime mortgage default rates by 50%.","Asset Pricing
Corporate Finance
Economic Fluctuations and Growth
Law and Economics
Labor Studies
Public Economics
Technical Working Papers","Econometrics, Estimation Methods, Financial Economics, Financial Institutions, Regional and Urban Economics, Real Estate",2024,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
32001,2024-01-01,Asset Demand of U.S. Households,"Xavier Gabaix, Ralph S. J. Koijen, Federico Mainardi, Sangmin Oh, Motohiro Yogo","We use novel monthly security-level data on U.S. household portfolio holdings, flows, and returns to analyze asset demand across an extensive range of asset classes, including both public and private assets. Our dataset covers a broad range of households across the wealth distribution, notably including 439 billionaires. This ensures representation of ultra-high-net-worth (UHNW) households that are typically not well covered in survey data. With these data, we study the portfolio rebalancing behavior of households and ask whether (and, if so, which) households play an important stabilizing role in financial markets. Our findings reveal a stark contrast: less affluent households sell U.S. equities amid market downturns, while UHNW households buy and contribute to stabilizing markets. This behavior is more pronounced among households who rebalance their portfolios more frequently. However, the sensitivity of flows to returns is generally quite small and as the trades of different wealth groups partly offset each other, the aggregate household sector plays a limited role to absorb financial fluctuations. To understand the contrasting trading behavior across households, we show that a household’s flows to U.S. equities are negatively correlated with its “active returns” (the difference between an investor’s return and the market return). However, the flows to U.S. equities of less affluent households are also positively correlated with broad market returns – perhaps due to shifts in risk aversion, sentiment, or perceived macroeconomic risk – leading this group of households to act pro-cyclically. Across all asset classes, three factors with intuitive economic interpretations explain 81% of all variation in portfolio rebalancing. Those factors bet on the long-term equity premium, the credit premium, and the premium on municipal bonds. In sum, our framework paints a quantitative picture of U.S. households’ assets and rebalancing marked by a great deal of insensitivity and inertia throughout the distribution, even for UHNW households. These new facts are useful for the calibration of macro-finance models with heterogeneous households and multiple risky asset classes.",Asset Pricing,Financial Economics,2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32002,2024-01-01,Organized Crime and Economic Growth: Evidence from Municipalities Infiltrated by the Mafia,"Alessandra Fenizia, Raffaele Saggio","This paper studies the long-run economic impact of dismissing city councils infiltrated by organized crime. Applying a matched difference-in-differences design to the universe of Italian social security records, we find that city council dismissals (CCDs) increase employment, the number of firms, and industrial real estate prices. The effects are concentrated in Mafia-dominated sectors and in municipalities where fewer incumbents are re-elected. The dismissals generate large economic returns by weakening the Mafia and fostering trust in local institutions. The analysis suggests that CCDs represent an effective intervention for establishing legitimacy and spurring economic activity in areas dominated by organized crime.",Labor Studies,"Public Economics, National Fiscal Issues, Labor Economics, Other, Economic Systems",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32003,2024-01-01,Valuing Technology Complementarities: Rooftop Solar and Energy Storage,"Bryan Bollinger, Naim Darghouth, Kenneth Gillingham, Andres Gonzalez-Lira","Product complementarities can shape market patterns, influencing the demand for related products and their accessories. This study examines complementarities in the demand for rooftop solar and an accessory, battery energy storage. Using nationwide administrative data, we estimate a dynamic nested-logit model of solar and storage adoption. We quantify the demand complementarity between solar and storage, and find that if storage was not available, 20% of households who coadopt solar and storage would not adopt anything. We find that the demand for solar and storage bundles increases with power outages, with a larger effect in California.","Environment and Energy Economics
Industrial Organization","Econometrics, Estimation Methods, Industrial Organization, Industry Studies, Environmental and Resource Economics, Energy, Environment",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32004,2024-01-29,Universal Portfolio Shrinkage,"Bryan T. Kelly, Semyon Malamud, Mohammad Pourmohammadi, Fabio Trojani","We introduce a novel shrinkage methodology for building optimal portfolios in environments of high complexity, where the number of assets is comparable to or larger than the number of observations. Our universal portfolio shrinkage approximator (UPSA) is given in closed form, is easy to implement, and improves upon existing shrinkage methods. It exhibits an explicit two-fund separation, complementing the Markowitz portfolio with an optimal complexity correction. UPSA does not annihilate the low-variance principal components (PCs) of returns; instead, it optimally reweighs them and produces a stochastic discount factor that substantially improves on its feasible PC-sparse counterparts.",Asset Pricing,"Econometrics, Estimation Methods, Financial Economics, Financial Markets, Portfolio Selection and Asset Pricing",2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32005,2024-01-01,Migration Policy and the Supply of Foreign Physicians: Evidence from the Conrad 30 Waiver Program,"Breno Braga, Gaurav Khanna, Sarah Turner","In the United States, rural and low-income communities have difficulty attracting and retaining physicians, potentially adversely impacting health outcomes. With a limited supply of physicians completing medical school at US universities, foreign-born and educated physicians provide a potential source of supply in underserved areas. For international medical school graduates (IMGs) the terms of the commonly used J-1 visa require a return to the home country for two years following employment in medical residency. Our analysis examines the extent to which the Conrad 30 Visa Waiver impacts the supply of physicians at state and local levels, particularly in areas designated as medically underserved. Changes in the federal limit on the number of waivers per state, combined with variation in the state-level restrictions on eligible specialties, and geographies in which physicians can work, provide evidence on the role of visa restrictions in limiting the supply of doctors. Expansion of the cap on visa waivers increased the supply of IMGs, particularly in states that did not limit waiver recipients to primary care physicians or particular places of employment. There is little evidence of reductions in US-trained doctors in states where IMG increases were the largest, suggesting little evidence for crowding out.","Economics of Education
Labor Studies","Health, Education, and Welfare, Education, Labor Economics, Unemployment and Immigration",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32006,2024-01-01,"Wellbeing, Expectations and Unemployment in Europe","David G. Blanchflower, Alex Bryson","We find expectations are more sensitive to economic growth than traditional wellbeing metrics. We examine Eurobarometer micro data from 1973-2023 on movements in life satisfaction along with data from 1995-2022 on five expectations variables on and individual’s life and their financial and job situations plus their views on the economic and employment situation of their country in the year ahead. These expectations start to decline several months before the onset of downturns with especially large drops for the Great Recession and Covid. Annual GDP growth is positively associated with these expectations variables while it is uncorrelated with life satisfaction. The unemployment rate and the CPI reduce both. We analyze data for 29 European countries to predict changes in the unemployment rate 12 months ahead using individuals’ fears of unemployment in the presence of country and year fixed effects and lagged unemployment. We also use firms' expectations of future employment, which are also predictive of what happens to unemployment three months later. Using our preferred model specification, we present out-of-sample predictions that track actual movements in unemployment rates closely over a period in which there were two major recessions and unemployment shifted by a factor of two.","International Finance and Macroeconomics
Labor Studies","Labor Economics, Unemployment and Immigration",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32007,2024-01-01,The Informational Centrality of Banks,"Nathan Foley-Fisher, Gary B. Gorton, Stéphane Verani","The equity and debt prices of large nonbank firms contain information about the future state of the banking system. In this sense, banks are informationally central. The amount of this information varies over time and over equity and debt. During a financial crisis banks are, by definition of a crisis, at risk of failure. Debt prices became about 50 percent more informative than equity prices about the future state of the banking system during the financial crisis of 2007-2009. This was partly due to investors’ fears that banks might not be able to refinance their debt.","Asset Pricing
Monetary Economics","Financial Economics, Financial Institutions",2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32008,2024-01-01,What Drives the Exchange Rate?,"Oleg Itskhoki, Dmitry Mukhin","We use a general open-economy wedge-accounting framework to characterize the set of shocks that can account for major exchange rate puzzles. Focusing on a near-autarky behavior of the economy, we show analytically that all standard macroeconomic shocks — including productivity, monetary, government spending, and markup shocks — are inconsistent with the broad properties of the macro exchange rate disconnect. News shocks about future macroeconomic fundamentals can generate plausible exchange rate properties. However, they show up prominently in contemporaneous asset prices, which violates the finance exchange rate disconnect. International shocks to trade costs, terms of trade and import demand, while potentially consistent with disconnect, do not robustly generate the empirical Backus-Smith, UIP and terms-of-trade properties. In contrast, the observed exchange rate behavior is consistent with risk-sharing (financial) shocks that arise from shifts in demand of foreign investors for home-currency assets, or vice versa.","Economic Fluctuations and Growth
International Finance and Macroeconomics
International Trade and Investment","International Economics, International Finance, International Macroeconomics",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32009,2024-01-01,Financial Integration and Monetary Policy Coordination,"Javier Bianchi, Louphou Coulibaly","Financial integration generates macroeconomic spillovers that may require international monetary policy coordination. We show that individual central banks may set nominal interest rates too low or too high relative to the cooperative outcome. We identify three sufficient statistics that determine whether the Nash equilibrium exhibits under-tightening or over-tightening: the output gap, sectoral differences in labor intensity, and the trade balance response to changes in nominal rates. We find that, independently of the shocks hitting the economy, under-tightening is possible during economic expansions or contractions. For large shocks, the gains from coordination can be substantial.","Economic Fluctuations and Growth
International Finance and Macroeconomics
Monetary Economics","Macroeconomics, Consumption and Investment, Money and Interest Rates, Monetary Policy, Fiscal Policy, International Economics, International Finance",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32010,2024-01-01,Market Design for Surface Water,"Billy A. Ferguson, Paul Milgrom","Many proposed surface water transfers undergo a series of regulatory reviews designed to mitigate hydrological and economic externalities. While these reviews help limit externalities, they impose substantial transaction costs that also limit trade. To promote a well-functioning market for surface water in California, we describe how a new kind of water right and related regulatory practices can balance the trade-off between externalities and transaction costs, and how a Water Incentive Auction can incentivize a sufficient number of current rights holders to swap their old rights for the new ones. The Water Incentive Auction adapts lessons learned from the US government’s successful Broadcast Incentive Auction.","Environment and Energy Economics
Law and Economics","Microeconomics, Households and Firms",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
32011,2024-01-01,Firms and Worker Health,"Alexander Ahammer, Analisa Packham, Jonathan Smith","We estimate the role of firms in worker health care utilization. Using linked administrative data on Austrian workers from 1998-2018, we exploit mobility between firms to estimate how much a firm contributes to worker-level differences in utilization in a setting with non-employer provided universal health care. We find that firms are responsible for nearly 30 percent of the variation in across-worker health care expenditures. Effects are not driven by changes in geography or industry. We then estimate a measure of relative firm-specific utilization and explore existing correlates to help explain these effects.","Children and Families
Economics of Health
Labor Studies","Public Economics, National Fiscal Issues, Health, Education, and Welfare, Health",2024,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32012,2024-01-01,"Innovation Booms, Easy Financing, and Human Capital Accumulation","Johan Hombert, Adrien Matray","Innovation booms are often fueled by easy financing that allows new technology firms to pay high wages that attracts skilled labor. Using the late 1990s Information and Communication Technology (ICT) boom as a laboratory, we show that skilled labor joining this new sector experienced sizeable long-term earnings losses. We show these earnings patterns are explained by faster skill obsolescence rather than either worker selection or the overall bust in the ICT sector. During the boom, financing flowed more to firms whose workers would experience the largest productivity declines, amplifying the negative effect of labor reallocation on aggregate human capital accumulation.","Productivity, Innovation, and Entrepreneurship","Macroeconomics, Consumption and Investment, Labor Economics, Labor Supply and Demand, Development and Growth, Innovation and R&D",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32013,2024-01-08,Haste or Waste? The Role of Presale in Residential Housing,"Ziyang Chen, Maggie Rong Hu, Ginger Zhe Jin, Qiyao Zhou","This paper provides the first theory and evidence on the role of presale policies in the residential housing market. We start with constructing a novel dataset of unfinished projects, presale policies, and land auction outcomes across 270 major cities in China. We then identify 2,330 unfinished residential projects from 2010 to 2017 on a citizen complaint website run by the central government. We find that both presale criterion and postsale supervision of construction costs relate to a lower probability of unfinished projects. But only presale criterion relates negatively to the pace of new housing development, measured by developers' multitasking and land auction outcomes. A back-of-the-envelope calculation suggests that the average bundle of presale policies is inferior to the Pareto frontier in our sampled cities. Tightening the regulation on postsale supervision by 2 standard deviations may lead to a 58% reduction in the occurrence of unfinished projects, while keeping the pace of new housing development unchanged. Eliminating unfinished projects would entail a drastic increase in both presale criterion and postsale supervision, with slower housing development.",Industrial Organization,"Microeconomics, Households and Firms, Economics of Information, Public Economics, Subnational Fiscal Issues, Other, Law and Economics, Industrial Organization, Regulatory Economics, Industry Studies",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32014,2024-01-08,Patient Costs and Physicians' Information,"Michael J. Dickstein, Jihye Jeon, Eduardo Morales","Health insurance plans in the U.S. increasingly use price mechanisms to steer demand for prescription drugs. The effectiveness of these incentives, however, depends both on physicians' price sensitivity and their knowledge of patient prices. We develop a moment inequality model that allows researchers to identify agents' preferences without fully specifying their information. Applying this model to diabetes care, we find that physicians lack detailed price information and are more price-elastic than full-information models imply. We predict that providing physicians detailed information on prices at the point of prescribing can save patients 12-23% of their out-of-pocket costs for diabetes treatment.","Economics of Health
Industrial Organization","Health, Education, and Welfare, Health, Industrial Organization, Market Structure and Firm Performance",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32015,2024-01-08,Disentangling Various Explanations for the Declining Labor Share: Evidence from Millions of Firm Records,Ann Harrison,"This paper uses millions of records from a cross-country and time series database of both publicly listed and private companies to disentangle the role of technological change, market power, and globalization in driving a fall in the labor share. Labor shares are measured at the enterprise level as the share of total remuneration to workers in value-added. Technological change is measured using research and development expenditures or total factor productivity growth. Market power is measured using four firm and twenty firm concentration ratios and globalization is measured as export shares in total revenues. We also supplement the cross-country evidence with a more in depth look at China using its industrial census. The evidence suggests that between 1995 and 2019 the most important driver of falling labor shares was technological change. Greater market power (measured by firm concentration ratios) also contributed to lower labor shares, but the magnitudes are smaller. Finally, the evidence on globalization is mixed: trade shares are at times negatively associated with the labor share but in the case of China there is a strong positive relationship between exporting and labor shares at the enterprise level.","International Trade and Investment
Labor Studies","International Economics, Trade, Labor Economics, Labor Compensation",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32016,2024-01-08,"The Rise of Factor Investing: ""Passive"" Security Design and Market Implications","Lin William Cong, Shiyang Huang, Douglas Xu","We model financial innovations such as Exchange-Traded Funds, smart beta products, and many index-based vehicles as composite securities (CSs) that facilitate trading the common factors in assets' liquidation values. Through accessing a larger basket of assets in endogenously chosen proportions, CSs reduce investors' duplication of effort in trading multiple securities and attract more factor investors. We characterize analytically how competitive CS designers in equilibrium optimally select liquid underlying assets representative of the factors and find corroborating evidence in ETF data. CS trading entails investors' strategic and active decisions, consequently impounding more systematic information into prices. Their rise creates leads to greater informational efficiency, price variability, and co-movements in the underlying asset markets, as well as potentially heterogeneous effects on liquidity and asset-specific information acquisition/incorporation, depending on the importance of factors for asset value. The predictions explain and reconcile the rich (and often mixed) empirical observations about various types of CSs in the extant literature.","Asset Pricing
Corporate Finance","Microeconomics, Market Structure and Distribution, Economics of Information, Financial Economics, Portfolio Selection and Asset Pricing, Financial Markets, Financial Institutions",2024,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32017,2024-01-08,Negative Weights are No Concern in Design-Based Specifications,"Kirill Borusyak, Peter Hull","Recent work shows that popular partially-linear regression specifications can put negative weights on some treatment effects, potentially producing incorrectly-signed estimands. We counter by showing that negative weights are no problem in design-based specifications, in which low-dimensional controls span the conditional expectation of the treatment. Specifically, the estimands of such specifications are convex averages of causal effects with “ex-ante” weights that average the potentially negative “ex-post” weights across possible treatment realizations. This result extends to design-based instrumental variable estimands under a first-stage monotonicity condition, and applies to “formula” treatments and instruments such as shift-share instruments.","Labor Studies
Technical Working Papers","Econometrics, Estimation Methods",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32018,2024-01-08,A Delegation Approach to Regulating Hiring Discrimination,"Paolo Martellini, Guido Menzio","We approach the design of anti-discriminatory labor market regulation as a delegation problem. A private firm (the agent) is repeatedly faced with the opportunity of hiring one among several applicants to fill its vacancies. The firm is biased against applicants from some demographic group, and it is neutral towards applicants from some other group. Applicants differ not only with respect to their demographic characteristics, but also with respect to the idiosyncratic quality of their match with firm. A benevolent and unbiased labor market authority (the principal) enacts a hiring regulation (a direct-revelation mechanism without transfers) in order to reduce the impact of the firm's bias on its hiring behavior. The hiring regulation is constrained by the fact that the quality of the match between any particular applicant and the firm is privately observed by the firm. We characterize the optimal mechanism.",Economic Fluctuations and Growth,"Microeconomics, Economics of Information, Labor Economics, Labor Discrimination",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32019,2024-01-08,EXIM’s Exit: The Real Effects of Trade Financing by Export Credit Agencies,"Adrien Matray, Karsten Müller, Chenzi Xu, Poorya Kabir","We study the role of Export Credit Agencies—the predominant tool of industrial policy—on firm behavior by using the effective shutdown of the Export-Import Bank of the United States (EXIM) from 2015-2019 as a natural experiment. We show that a 1% reduction in EXIM trade financing reduces exports in an industry by approximately 5%. The impact on firms' total revenues implies that the export shock has positive pass-through to domestic sales, and firms contract investment and employment. These negative effects for the average firm are amplified by increased capital misallocation across firms as those with higher ex-ante marginal revenue product of capital contract more. We model the effect of EXIM trade financing as lowering two types of input cost wedges: an exporting firm's financing friction, and an importer market friction. We show that both frictions are empirically relevant, indicating that even in well-developed financial markets, the supply of trade financing is plausibly constrained. These results provide a framework for the conditions under which Export Credit Agencies can boost exports and firm growth, and can act as a tool of industrial policy without necessarily leading to a misallocation of resources.",International Trade and Investment,"International Economics, Trade, Financial Economics, Corporate Finance, Public Economics, Taxation, Development and Growth",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32020,2024-01-08,Nonprofits and the Scope of Government: Theory and an Application to the Health Sector,Karen Eggleston,"Nonprofits supply many tax-financed services like healthcare and education. Yet nonprofits are absent from the canonical property rights theory of ownership. Extending the government “make or buy” decision to nonprofits and ex post frictions based on contracts as reference points suggests that contracting out to a nonprofit can be optimal when “mission” alignment credibly signals adherence to the spirit and not just the letter of the contract in unforeseen contingencies. The model sheds light on differential nonprofit presence across the spectrum of basic services, as illustrated by an application to the health sector.","Economics of Health
Public Economics","Public Economics, Public Goods, Health, Education, and Welfare, Health",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32021,2024-01-08,Variation in State Response to Open Access: Constituent Characteristics,Gary D. Libecap,"Open access, competitive exploitation can be incredibly damaging to valuable resources and the human populations that depend upon them. Even though wealth, resource rents and stocks are at stake, open access often seems to be ineffectively addressed across time and space. Institutions vary. Devising and assigning access and use rights of some type privately or within a group, recognized by the state, is the most straightforward way of confronting the problem. Alternatively, regulation can be implemented that involves limiting entry, assigning input and related capital controls, restricting exploitation times, and/or setting output restrictions. Across three settings, hard-rock minerals, oil and gas deposits, and fisheries, I outline institutional differences and provide hypotheses as to why they occur. The open-access problem is described and followed by discussion of the political economy of regulation. Variation in industry structure, resource characteristics and value, as well as heterogeneity of interests in combating open access determine outcomes. The cases are drawn from the US, but may be representative of general patterns.","Development of the American Economy
Environment and Energy Economics","Microeconomics, Welfare and Collective Choice, Public Economics, Public Goods, Other, Law and Economics, History, Other History, Economic Systems, Environmental and Resource Economics, Agriculture, Renewable Resources",2024,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32022,2024-01-08,"Refinancing Frictions, Mortgage Pricing and Redistribution","David W. Berger, Konstantin Milbradt, Fabrice Tourre, Joseph S. Vavra","There are large cross-sectional differences in how often US borrowers refinance mortgages. In this paper, we develop an equilibrium mortgage pricing model with heterogeneous borrowers and use it to show that equilibrium forces imply important cross-subsidies from borrowers who rarely refinance to those who refinance often. Mortgage reforms can potentially reduce these regressive cross-subsidies, but the equilibrium effects of these reforms can also have important distributional consequences. For example, many policies that lead to more frequent refinancing also increase equilibrium mortgage rates and thus reduce residential mortgage credit access for a large number of borrowers.","Corporate Finance
Economic Fluctuations and Growth
Monetary Economics","Microeconomics, General Equilibrium, Macroeconomics, Macroeconomic Models, Money and Interest Rates, Financial Economics",2024,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32023,2024-01-08,Energy Hogs and Energy Angels: What Does Residential Electricity Usage Really Tell Us About Profligate Consumption?,Severin Borenstein,"Since the 1970s, high volumetric (per kilowatt-hour) electricity prices have been justified in many policy discussions as encouraging more efficient use of electricity and placing more of the cost burden on those who are less prudent in their use. The argument has been used in support of increasing-block electricity pricing, under which the price per kilowatt-hour rises as a household consumes more electricity per month. More recently, in California, opponents of a proposal to lower volumetric prices and replace the revenue through fixed monthly charges have suggested that the change would just benefit “energy hogs”. In this paper, I first investigate characteristics of households who are high electricity consumers and ask how effectively such pricing targets profligate residential electricity consumption. I then look more broadly at the energy usage individuals are responsible for in the economy, how other energy usage is priced, and the role that residential electricity use plays in the overall picture. Finally, I connect the discussion of profligate direct and indirect energy consumption with the negative externalities produced, which are typically the justification for such penalty pricing.",Environment and Energy Economics,"Environmental and Resource Economics, Energy",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32024,2024-01-08,Outsourcing Policy and Worker Outcomes: Causal Evidence from a Mexican Ban,"Alejandro Estefan, Roberto Gerhard, Joseph P. Kaboski, Illenin O. Kondo, Wei Qian","A weakening of labor protection policies is often invoked as one cause of observed monopsony power and the decline in labor's share of income, but little evidence exists on the causal impact of labor policies on wage markdowns. Using confidential Mexican economic census data from 1994 to 2019, we document a rising trend over this period in on-site outsourcing. Then, leveraging data from a manufacturing panel survey from 2013 to 2023 and a natural experiment featuring a ban on domestic outsourcing in 2021, we show that the ban drastically reduced outsourcing, increased wages, and reduced measured markdowns without lowering output or employment. Consistent with the presence of monopsony power, we observe large markdowns for the largest firms, with the decline in markdowns in response to the ban concentrated among high-markdown firms. However, we also find that the reform reduced capital investment and increased the probability of market exit.","Development Economics
Economic Fluctuations and Growth
Labor Studies","Labor Economics, Labor Compensation, Labor Market Structures, Development and Growth, Development",2024,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32025,2024-01-08,The Mismeasurement of Work Time: Implications for Wage Discrimination and Inequality,"George J. Borjas, Daniel S. Hamermesh","Comparing measures of work time in the recall CPS-ASEC data with contemporaneous measures reveals many logical inconsistencies and probable errors. About 8 percent of ASEC respondents report weeks worked last year that contradict their current work histories in the Basic monthly interviews; the error rate is over 50 percent among workers who move in and out of the workforce. Over 20 percent give contradictory information about whether they usually work a full-time weekly schedule. Part of the inconsistency arises because an increasing fraction of ASEC respondents (over 20 percent by 2018) consists of people whose record was fully imputed. The levels and trends of the errors differ by gender and race, and they affect measured wage differentials between 1978 to 2018. Adjusting for the errors and imputations, gender wage gaps among all workers narrowed by 4 log points more than is commonly reported, and residual wage inequality decreased by 6 log points more. In a very carefully defined sample of full-time year-round workers, gender and racial wage differentials narrowed slightly less than previously estimated using ASEC data, but much more than indicated by commonly used estimates from CPS Outgoing Rotation Groups.",Labor Studies,"Microeconomics, Welfare and Collective Choice, Labor Economics, Labor Supply and Demand, Labor Discrimination",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32026,2024-01-08,(Almost) 200 Years of News-Based Economic Sentiment,"Jules H. van Binsbergen, Svetlana Bryzgalova, Mayukh Mukhopadhyay, Varun Sharma","Using text from 200 million pages of 13,000 US local newspapers and machine learning methods, we construct a 170-year-long measure of economic sentiment at the country and state levels, that expands existing measures in both the time series (by more than a century) and the cross-section. Our measure predicts GDP (both nationally and locally), consumption, and employment growth, even after controlling for commonly-used predictors, as well as monetary policy decisions. Our measure is distinct from the information in expert forecasts and leads its consensus value. Interestingly, news coverage has become increasingly negative across all states in the past half-century.","Asset Pricing
Corporate Finance
Economic Fluctuations and Growth
Monetary Economics","Macroeconomics, Consumption and Investment, Business Cycles, Money and Interest Rates, Financial Economics, Financial Markets, Behavioral Finance",2024,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
